,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
4151,English Language Instructor - Zagazig,UC Mas Zagazig,Zagazig,Sharqia,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Education/Teaching,Instructor Teaching Courses Oxford English English Instructor English Teacher,13 days ago
4152,English Language Teacher,UCMAS Academy,Helwan,Cairo,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,presentation skills teaching skills,13 days ago
4153,English Teacher-Hadayek Al-Koba/Shubra,UCMAS Academy,Shubra,Cairo,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,presentation skills teaching skills,13 days ago
4154,English Teacher-Obour,UCMAS Academy,Obour City,Cairo,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,presentation skills teaching skills,13 days ago
4155,English Teacher-Mourad/Dokki,UCMAS Academy,Dokki,Giza,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,presentation skills teaching skills,13 days ago
4156,English Teacher - Alexandria,UCMAS Academy,Agami,Alexandria,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,English Teaching Education Teaching teaching kids presentation skills,13 days ago
4157,"English Teacher- Haram, Giza",UCMAS Academy,Haram,Giza,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,Presentation skills Teaching skills,13 days ago
4158,Agricultural Technical Schools (ATS) Consultant (Posted: 29 July 23),Abt Associates,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,10+ Yrs of Exp,Administration,Agricultural Technical Schools (ATS) Agricultural Agriculture Engineering School Education ATSM,13 days ago
4159,Part-time English Instructor - Maadi,Berlitz Egypt,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,Education/Teaching,Languages Linguistics Translation Training Teaching Education Communication Skills,13 days ago
4160,English Customer Service Associate,Amazon CS Egypt,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Customer Service/Support,Customer Care Customer Service English Customer Support Call Center Microsoft Outlook Microsoft Word,13 days ago
4161,Online English Instructor - Part Time,Speakup,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,4+ Yrs of Exp,Education/Teaching,Education Online Teaching Learning English CELTA Instructor Training,13 days ago
4162,Preschool Music Teacher - KidzGround,Innovvette for Education,Suez,Suez,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Creative/Design/Art,Early Childhood Preschool children Teaching Nursery music music education,13 days ago
4163,Preschool French Teacher - STEAMulation Hub,Innovvette for Education,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,Education/Teaching,french Preschool Education children Teaching Communication skills Communication,13 days ago
4164,Preschool English Teacher - STEAMulation Hub,Innovvette for Education,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,0 - 4 Yrs of Exp,Education/Teaching,English children Teaching Communication Time Management Education Nursery,13 days ago
4165,Preschool Music Teacher,Innovvette for Education,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Entry Level,1 - 4 Yrs of Exp,Creative/Design/Art,Early Childhood Preschool children Teaching Nursery music music education,13 days ago
4166,Preschool English Teacher - Discovery Campus,Innovvette for Education,Shorouk City,Cairo,Egypt ,Full Time,On-site,Experienced,0 - 4 Yrs of Exp,Other,Early Childhood English children Teaching Communication Time Management Education,13 days ago
4167,Preschool French Teacher - STEAMulation Hub - District 5 New Cairo,Innovvette for Education,Katameya,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 4 Yrs of Exp,Education/Teaching,french Preschool Education children Teaching Communication skills Communication,13 days ago
4168,English Instructors - Dokki Branch,SYE English Community,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,Education/Teaching,English Teaching Professional Teaching Certificate Instructing Teaching Certificate Education Instructor TEFL,14 days ago
4169,Fitness Trainer - (Female),Your GYM,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,females_only,Training/Instructor Fitness Gym personal trainer Personal Training Sales Trainer Sports,14 days ago
4170,Female Fitness Trainer,Your GYM,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 10 Yrs of Exp,Customer Service/Support,personal trainer Cpr Gym Fitness,14 days ago
4171,English Instructor,Zewail City,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Education/Teaching,Teaching Skills Training,14 days ago
4172,Advanced English Instructor,LTS English Courses ,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 4 Yrs of Exp,Education/Teaching,Teaching Teacher Training English English Teacher Instructor,16 days ago
4173,Lecturer of Human resources Management,American Academy,6th of October,Giza,Egypt ,Full Time,On-site,Manager,6+ Yrs of Exp,Education/Teaching,MBA Teaching,17 days ago
4174,English Instructor October City,American Academy,6th of October,Giza,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,English Instructing Teaching Planning English Training English Teaching Instructing,17 days ago
4175,Unit Manager - Technical Training and Development,Allianz,New Cairo,Cairo,Egypt ,Full Time,On-site,Manager,8 - 10 Yrs of Exp,Training/Instructor,sales skills Sales Target,18 days ago
4176,English Instructor For Kids (Maadi or/and NC Branches),SYE English Community,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,females_preferred,Teaching Education Kids Teaching English Teaching Children Teaching Training Kids teaching kids,18 days ago
4177,English Instructor For Kids (Dokki or/and October Branches),SYE English Community,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,females_preferred,Teaching Education Kids Teaching English Teaching Children Teaching Training Kids teaching kids,18 days ago
4178,Recruitment Specialist | Mass Hiring,Intouch CX ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1+ Yrs of Exp,Human Resources,Administration business Business Administration Human Resources Human Resources (HR) human resources management Management,18 days ago
4179,Online Native English Instructor - Non Egyptians,SYE English Community,Dokki,Giza,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,Education English Teaching Instructor UK Canada USA Australia,19 days ago
4180,Conversation English Instructor,LTS English Courses ,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 4 Yrs of Exp,Education/Teaching,Education Teaching Teacher Training English English Teacher Instructor,19 days ago
4181,Instructor,americanegyptianacademy,Mansoura,Dakahlia,Egypt ,Full Time,On-site,Experienced,1 - 2 Yrs of Exp,Training/Instructor,Training Education,19 days ago
4182,Training Academy Coordinator,Grifols Egypt for Plasma Derivatives,6th of October,Giza,Egypt ,Full Time,On-site,Entry Level,2 - 3 Yrs of Exp,Medical/Healthcare,Pharmacy Medical,19 days ago
4183,English Instructor - Nasr City Branch,SYE English Community,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,Education/Teaching,English Teaching Professional Teaching Certificate Instructing Teaching Certificate Instructor TEFL,19 days ago
4184,Training Program Coordinator - Ismailia,Speakup,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,2+ Yrs of Exp,Administration,Education Customer Service Customer Support Project Management Training Program Administration,19 days ago
4185,Senior Training Program Coordinator- Ismailia,Speakup,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,0 - 3 Yrs of Exp,Administration,coordinator Training Project Management Customer Service Customer Support Administration English,19 days ago
4186,English Instructor - Arish University,Speakup,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 5 Yrs of Exp,Education/Teaching,Instructor English Teaching English Training Training,19 days ago
4187,Online English Instructor - Full Time,Speakup,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,4+ Yrs of Exp,Education/Teaching,Education Online Teaching Learning English CELTA Instructor Training,19 days ago
4188,Online English Instructor,SYE English Community,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Education/Teaching,Instructor Interpersonal skills Communication teaching certificate Training Teaching English,19 days ago
4189,Part-time English Instructor in Al-Suez City,Berlitz Egypt,Not mentioned,Suez,Egypt ,Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,Education/Teaching,Communication skills Teaching Training Instructor English Teaching Teaching English as a Foreign  Language English Translation,19 days ago
4190,Part-time English Instructor in Al-Maadi,Berlitz Egypt,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 7 Yrs of Exp,Training/Instructor,English Teaching instructor Berlitz,20 days ago
4191,English Instructors - 6th of October Branch,SYE English Community,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,Education/Teaching,English Teaching Professional Teaching Certificate Teaching Certificate Interpersonal skills Instructor Education TEFL,20 days ago
4192,Cyber Security Instructor,CLS Learning Solutions,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,3 - 15 Yrs of Exp,Training/Instructor,ITI Information Technology (IT) Security Networks Training Teaching cyber,20 days ago
4193,Academic/Program Manager,Egyptian Cultural Center,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,3 - 5 Yrs of Exp,R&D/Science,business Education MBA TOT Training Teaching Operations,20 days ago
4194,AI Data Science and Machine Learning Instructor,CLS Learning Solutions,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,3 - 15 Yrs of Exp,Training/Instructor,Deep Learning Data Science Python Natural Language Processing Neural Networks Training Teaching,20 days ago
4195,Call Center Trainer,Intouch CX ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Customer Service/Support,E-Learning Education Human Resources Instructor learning Presentation Sales,24 days ago
4196,Senior E-learning content developer,alfanar,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,6 - 8 Yrs of Exp,Other,instructional design e-learning development didgital learning digital learning authoring LDC web management,25 days ago
4197,Senior digital learning developer (LMS),alfanar,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,6 - 8 Yrs of Exp,Other,digital learning digital learning solution digital learning solutions digital learning products Instructional Design,25 days ago
4198,English Teacher,Sparks preschool,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,0 - 5 Yrs of Exp,Creative/Design/Art,Communication English Teaching learning Native Teaching Skills English,25 days ago
4199,English Teacher,Delta American School ,Mansoura,Dakahlia,Egypt ,Full Time,On-site,Experienced,Education/Teaching,Training/Instructor,English Teacher Teaching English Teaching,26 days ago
4200,Finance (Account payable and Account receivable ),Komandaz Hub,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Accounting/Finance,Accounting AR AP Communication skills Finance Financial Analysis English,26 days ago
4201,Network Trainer,Confidential,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Training/Instructor,Trainer,26 days ago
4202,Assistant Manager - Technical Training & Development,Allianz,New Cairo,Cairo,Egypt ,Full Time,Remote,Experienced,5 - 7 Yrs of Exp,Training/Instructor,,27 days ago
4203,Online English Instructor,English Zone,Not mentioned,Cairo,Egypt ,Full Time,Remote,Entry Level,1+ Yrs of Exp,Education/Teaching,English english language Teaching Teacher Instructor English Teacher Communication skills,27 days ago
4204,English call center is hiring (Graduates Only).,_VOIS Egypt,Not mentioned,Cairo,Egypt ,Full Time,Remote,Entry Level,Customer Service/Support,Sales/Retail,Customer Care Customer Support Customer Service customer support representative Representative Support,27 days ago
4205,English Teacher,English Express,Heliopolis,Cairo,Egypt ,Full Time,Remote,Entry Level,1 - 5 Yrs of Exp,Education/Teaching,Arts Education English english language English Literature ESL English Teaching,28 days ago
4206,English CO Teacher,English Express,Heliopolis,Cairo,Egypt ,Full Time,Remote,Entry Level,0 - 5 Yrs of Exp,Education/Teaching,education English English Arts teaching english teaching language learning Writing,28 days ago
4207,English Instructor,English Zone,Not mentioned,Giza,Egypt ,Full Time,Remote,Entry Level,1+ Yrs of Exp,Education/Teaching,Teaching Education Professional Teaching Certificate Training Presentation Skills Interpersonal skills Communication,28 days ago
4208,Part-time English Instructor for Kids-Madinaty/Heliopolis,Berlitz Egypt,Madinaty,Cairo,Egypt ,Full Time,Remote,Entry Level,1 - 20 Yrs of Exp,Training/Instructor,English Teaching Instructor Teaching,1 month ago
4209,Conversation English Instructors,LTS English Courses ,Nasr City,Cairo,Egypt ,Full Time,Remote,Experienced,2 - 4 Yrs of Exp,Education/Teaching,Education Teaching Teacher Training English English Teacher Instructor,1 month ago
4210,"Experience Officer, Programs",ESLSCA University,6th of October,Giza,Egypt ,Full Time,Remote,Experienced,1 - 3 Yrs of Exp,Project/Program Management,,1 month ago
4211,Trainer ( FashionRetail ),Al-Nasser ,6th of October,Giza,Egypt ,Full Time,Remote,Experienced,4 - 6 Yrs of Exp,Human Resources,Teaching Training Communication skills,1 month ago
